episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,custom_metrics/sdae_loss,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
nan,nan,nan,nan,0,8,32768,False,0,1,81132cc666544a36a41fe927efbc5010,2021-01-19_15-25-35,1611087935,52.85080146789551,52.85080146789551,58118,dewe-System-Product-Name,192.168.1.2,52.85080146789551,0,1,9cb01_00000,51467884.0,[],[],20147.543,1626.402,32694.697,1002.242,3.496,32768,32768,7.131578947368421,60.36184210526318,0.0,0.2,5e-05,0.02150194311980158,0.012020519468933344,1.6398631664924324,-0.08881821,0.03920782508794218,1.868681751191616,0.0
nan,nan,nan,nan,0,8,65536,False,0,2,81132cc666544a36a41fe927efbc5010,2021-01-19_15-26-13,1611087973,38.09516215324402,90.94596362113953,58118,dewe-System-Product-Name,192.168.1.2,90.94596362113953,0,2,9cb01_00000,402353056.0,[],[],13051.461,2510.677,32413.081,1010.95,3.386,65536,65536,7.683333333333334,60.13333333333331,0.0,0.30000000000000004,5e-05,0.015332684997702017,0.006016576429829001,2.025321774650365,-0.098428205,0.024302617937792093,1.8182042464613914,0.0
nan,nan,nan,nan,0,8,98304,False,0,3,81132cc666544a36a41fe927efbc5010,2021-01-19_15-26-52,1611088012,39.0681529045105,130.01411652565002,58118,dewe-System-Product-Name,192.168.1.2,130.01411652565002,0,3,9cb01_00000,328746240.0,[],[],10664.234,3072.701,32665.32,1003.143,3.5,98304,98304,7.698214285714286,60.199999999999996,0.0,0.45000000000000007,5e-05,0.019736282469239086,0.005562603240832686,3.02553105680272,-0.15448812,0.024773677985649556,1.7379838712513447,0.0
nan,nan,nan,nan,0,8,131072,False,0,4,81132cc666544a36a41fe927efbc5010,2021-01-19_15-27-31,1611088051,38.53650784492493,168.55062437057495,58118,dewe-System-Product-Name,192.168.1.2,168.55062437057495,0,4,9cb01_00000,267481504.0,[],[],9494.339,3451.32,32635.226,1004.068,3.138,131072,131072,7.758181818181818,60.225454545454575,0.0,0.675,5e-05,0.01298484846483916,0.0003420919238124043,3.3753774971701205,-0.11166719,0.013729448546655476,1.7591844536364079,0.0
nan,nan,nan,nan,0,8,163840,False,0,5,81132cc666544a36a41fe927efbc5010,2021-01-19_15-28-09,1611088089,38.12760901451111,206.67823338508606,58118,dewe-System-Product-Name,192.168.1.2,206.67823338508606,0,5,9cb01_00000,6696828416.0,[],[],8771.972,3735.534,32555.625,1006.523,3.144,163840,163840,7.725925925925927,60.30000000000002,0.0,0.675,5e-05,0.009476733685005456,0.0008909816388040781,2.023696857271716,-0.09522652,0.009721571048430633,1.7346561327576637,0.0
nan,nan,nan,nan,0,8,196608,False,0,6,81132cc666544a36a41fe927efbc5010,2021-01-19_15-28-46,1611088126,37.13749599456787,243.81572937965393,58118,dewe-System-Product-Name,192.168.1.2,243.81572937965393,0,6,9cb01_00000,393203904.0,[],[],8295.629,3950.032,32332.275,1013.476,3.095,196608,196608,8.152830188679244,60.30188679245285,0.0,0.675,5e-05,0.008104388078209013,0.0005250886897556484,3.507181621156633,-0.026671115,0.006032768043951364,1.6924031935632229,0.0
nan,nan,nan,nan,0,8,229376,False,0,7,81132cc666544a36a41fe927efbc5010,2021-01-19_15-29-25,1611088165,38.68184471130371,282.49757409095764,58118,dewe-System-Product-Name,192.168.1.2,282.49757409095764,0,7,9cb01_00000,36878045184.0,[],[],7949.719,4121.907,32399.08,1011.387,3.127,229376,229376,8.18,60.38545454545455,0.0,0.675,5e-05,0.00400533142965287,-0.0002406567509751767,1.9859342740383,-0.02117513,0.0033482284052297473,1.6795020401477814,0.0
nan,nan,nan,nan,0,8,262144,False,0,8,81132cc666544a36a41fe927efbc5010,2021-01-19_15-30-03,1611088203,38.53811311721802,321.03568720817566,58118,dewe-System-Product-Name,192.168.1.2,321.03568720817566,0,8,9cb01_00000,600889920.0,[],[],7697.989,4256.696,32423.479,1010.626,3.145,262144,262144,7.805454545454544,60.400000000000006,0.0,0.3375,5e-05,0.002410972665529698,-0.0009076812420971692,2.0103798215277493,-0.051620323,0.003876366274198517,1.683486595749855,0.0
nan,nan,nan,nan,0,8,294912,False,0,9,81132cc666544a36a41fe927efbc5010,2021-01-19_15-30-42,1611088242,38.70934748649597,359.74503469467163,58118,dewe-System-Product-Name,192.168.1.2,359.74503469467163,0,9,9cb01_00000,575126784.0,[],[],7498.565,4369.903,32465.171,1009.328,3.026,294912,294912,7.787272727272727,60.480000000000004,0.0,0.16875,5e-05,0.003196991194272414,-0.00011940905824303627,2.284106977749616,-0.054018788,0.006117314544098917,1.6718675568699837,0.0
nan,nan,nan,nan,0,8,327680,False,0,10,81132cc666544a36a41fe927efbc5010,2021-01-19_15-31-20,1611088280,38.4372456073761,398.18228030204773,58118,dewe-System-Product-Name,192.168.1.2,398.18228030204773,0,10,9cb01_00000,5365541376.0,[],[],7345.65,4460.871,32464.623,1009.345,3.072,327680,327680,7.665454545454546,60.5,0.0,0.16875,5e-05,0.0034704126010183245,-0.0002797115012072027,2.7193483151495457,-0.04301961,0.006108337896876037,1.6557497307658195,0.0
